GAME_DATE,TEAM_NAME_HOME,TEAM_NAME_AWAY,PTS_HOME,PTS_AWAY,FG_PCT_HOME,FG_PCT_AWAY,HOME_WIN,ROLLING_PTS_HOME,ROLLING_PTS_AWAY,ELO_HOME,ELO_AWAY
2024-12-21,Sacramento Kings,Los Angeles Lakers,99,103,0.433,0.482,0,118.2,105.3,1459.920233701654,1505.973521010502
2024-12-21,Atlanta Hawks,Memphis Grizzlies,112,128,0.488,0.515,0,117.6,123.8,1507.4695332233607,1577.9969252082592
2024-12-21,Dallas Mavericks,LA Clippers,113,97,0.455,0.42,1,115.6,109.0,1550.2344567954767,1545.3369044985857
2024-12-21,San Antonio Spurs,Portland Trail Blazers,114,94,0.473,0.396,1,113.9,102.2,1501.3803526587492,1442.9602642735497
2024-12-21,Phoenix Suns,Detroit Pistons,125,133,0.577,0.551,0,114.2,114.4,1503.4118741775872,1460.8216603699734
2024-12-21,Chicago Bulls,Boston Celtics,98,123,0.378,0.48,0,119.5,121.3,1497.9788857558035,1600.4348443142492
2024-12-21,Cleveland Cavaliers,Philadelphia 76ers,126,99,0.533,0.4,1,124.4,105.6,1605.3411934849073,1458.0054315265547
2024-12-21,New Orleans Pelicans,New York Knicks,93,104,0.41,0.437,0,107.2,118.0,1367.1301925140262,1560.7463616044026
2024-12-22,New Orleans Pelicans,Denver Nuggets,129,132,0.463,0.505,0,106.5,120.5,1362.1896991399894,1516.24645432762
2024-12-22,Sacramento Kings,Indiana Pacers,95,122,0.365,0.581,0,115.5,113.4,1451.2380448903316,1479.3369620283042
2024-12-22,Toronto Raptors,Houston Rockets,110,114,0.457,0.449,0,110.9,111.9,1402.1551227290172,1585.7886090441932
2024-12-23,Charlotte Hornets,Houston Rockets,101,114,0.416,0.434,0,103.5,112.5,1380.2755090714838,1590.945968961603
2024-12-23,Golden State Warriors,Indiana Pacers,105,111,0.433,0.489,0,112.4,116.6,1541.5242261279343,1488.5299688739874
2024-12-23,Oklahoma City Thunder,Washington Wizards,123,105,0.443,0.396,1,116.2,104.9,1627.5773398196393,1386.0618781639052
2024-12-23,Miami Heat,Brooklyn Nets,110,95,0.493,0.393,1,115.1,111.6,1509.0244716124325,1446.8820144241597
2024-12-23,Chicago Bulls,Milwaukee Bucks,91,112,0.4,0.46,0,117.4,108.7,1490.8451970043507,1517.736191108548
2024-12-23,Atlanta Hawks,Minnesota Timberwolves,117,104,0.534,0.429,1,117.3,110.8,1499.4720444301852,1505.9415234313724
2024-12-23,New York Knicks,Toronto Raptors,139,125,0.593,0.545,1,118.6,106.3,1565.6868549784394,1396.9977628116073
2024-12-23,Memphis Grizzlies,LA Clippers,110,114,0.384,0.438,0,123.6,108.0,1585.9944140014347,1535.4778580490215
2024-12-23,Dallas Mavericks,Portland Trail Blazers,132,108,0.533,0.462,1,116.7,101.1,1560.093503245041,1434.626059937614
2024-12-23,Denver Nuggets,Phoenix Suns,117,90,0.511,0.398,1,121.2,114.2,1522.0817762555603,1492.1921328398087
2024-12-23,Los Angeles Lakers,Detroit Pistons,114,117,0.541,0.511,0,115.8,115.7,1514.6557098218245,1472.041401707752
2024-12-23,Orlando Magic,Boston Celtics,108,104,0.446,0.44,1,109.7,120.4,1536.634907749974,1607.568533065702
2024-12-23,Philadelphia 76ers,San Antonio Spurs,111,106,0.419,0.457,1,105.8,107.1,1452.0089377832835,1509.714556994685
2024-12-23,Cleveland Cavaliers,Utah Jazz,124,113,0.473,0.413,1,122.6,114.0,1611.3376872281785,1419.6721552437748
2024-12-25,Golden State Warriors,Los Angeles Lakers,113,115,0.461,0.451,0,112.5,103.6,1530.0106485828742,1503.435285317467
2024-12-25,Phoenix Suns,Denver Nuggets,110,100,0.466,0.462,1,115.2,124.7,1483.0503098410347,1531.2235992543342
2024-12-25,Boston Celtics,Philadelphia 76ers,114,118,0.453,0.466,0,118.0,103.9,1595.5548010247107,1463.6547331759152
2024-12-25,New York Knicks,San Antonio Spurs,117,114,0.45,0.506,1,120.9,106.8,1571.1802704152458,1498.0687616020532
2024-12-25,Dallas Mavericks,Minnesota Timberwolves,99,105,0.414,0.465,0,119.1,107.7,1566.631463338191,1495.755338375609
2024-12-26,Sacramento Kings,Detroit Pistons,113,114,0.476,0.418,0,112.9,117.5,1442.0450380446484,1483.2618262121093
2024-12-26,Memphis Grizzlies,Toronto Raptors,155,126,0.532,0.454,1,124.1,108.1,1574.5505907982183,1391.504347374801
2024-12-26,Indiana Pacers,Oklahoma City Thunder,114,120,0.472,0.463,0,116.4,113.5,1500.0435464190475,1631.5646177697595
2024-12-26,Portland Trail Blazers,Utah Jazz,122,120,0.506,0.477,1,113.2,113.6,1428.0880998444638,1414.6897715104637
2024-12-26,Atlanta Hawks,Chicago Bulls,141,133,0.517,0.541,1,119.7,122.7,1509.6582294859486,1481.6176401994198
2024-12-26,Washington Wizards,Charlotte Hornets,113,110,0.429,0.436,1,107.2,106.3,1382.074600213785,1375.6910945949016
2024-12-26,Orlando Magic,Miami Heat,88,89,0.442,0.408,0,108.4,111.3,1548.6486397909653,1517.2547000631753
2024-12-26,New Orleans Pelicans,Houston Rockets,111,128,0.434,0.474,0,107.2,113.2,1356.3543772120493,1595.5303834381853
2024-12-26,Milwaukee Bucks,Brooklyn Nets,105,111,0.494,0.476,0,115.7,110.4,1526.9637479134788,1438.6517859734172
2024-12-27,New Orleans Pelicans,Memphis Grizzlies,124,132,0.448,0.472,0,107.8,124.2,1352.323933695494,1579.7208997467528
2024-12-27,Phoenix Suns,Dallas Mavericks,89,98,0.386,0.438,0,114.4,124.3,1494.4280310130532,1554.6193192314004
2024-12-27,Houston Rockets,Minnesota Timberwolves,112,113,0.489,0.506,0,115.7,107.4,1599.5608269547406,1507.7674824823996
2024-12-27,Denver Nuggets,Cleveland Cavaliers,135,149,0.564,0.563,0,122.5,116.5,1519.8458780823157,1616.3200709614896
2024-12-27,Brooklyn Nets,San Antonio Spurs,87,96,0.389,0.41,0,102.7,108.9,1451.1402459946091,1490.1425596303573
2024-12-27,LA Clippers,Golden State Warriors,102,92,0.533,0.368,1,111.4,106.5,1546.921681252238,1519.247236399999
2024-12-27,Orlando Magic,New York Knicks,85,108,0.368,0.533,0,105.8,116.3,1537.7475007625276,1579.1064723869417
2024-12-27,Boston Celtics,Indiana Pacers,142,105,0.511,0.418,1,116.8,115.8,1581.9308625997917,1493.6580052962381
2024-12-28,Atlanta Hawks,Miami Heat,120,110,0.512,0.444,1,121.7,108.0,1518.8529042316768,1528.155839091613
2024-12-28,Charlotte Hornets,Oklahoma City Thunder,94,106,0.363,0.477,0,103.3,113.3,1365.8748059842496,1637.9501588925689
